seq_no,qid,relation,subject type,subject,object type,paragraph,object,correct,comments
Q3-1,seedev_train_142,Has_Sequence_Identical_To,Gene,LEC2,Gene,"The transcription factor LEAFY COTYLEDON 2 (LEC2; At1g28300) is preferentially expressed in developing seeds of Arabidopsis. Detailed biochemical analysis of a loss-of-function lec2 mutant was carried out in seeds 6-21 days after flowering (DAF). In comparison to wild type controls, lec2 seeds had 15% less protein and 30% less oil, but accumulated 140% more sucrose and >5-fold more starch. We also quantified biomass and carbohydrates in the seed coat and embryo. The lec2 mutant had smaller seeds and an altered proportion of dry weight (bigger seed coat and smaller embryos). Mutant plants produced less mature seeds per silique and the harvest index was reduced. Soluble sugars (glucose, fructose and sucrose) was accumulated in the seed coat of the lec2 mutant, whereas the opposite effect was observed in the embryos (decrease in comparison to wild type). The rate of starch synthesis increased during early development, whereas the rate of starch degradation was diminished during late development, leading to higher residual starch in mature seed of the mutant. Starch accumulated in both seed coat and embryo.",LEAFY COTYLEDON 2,Yes,
Q3-2,seedev_train_142,Has_Sequence_Identical_To,Gene,LEC2,Gene,"The low lipid content is one of the major bottlenecks to realize the industrialization of the algae biodiesel. Improvement of lipid content through global regulation to get high-yield generating algae is a good strategy. Leafy Cotyledon 2 (LEC2) is an important transcription factor for seed maturation and oil accumulation in Arabidopsis. However, there are few reports regarding adoption of LEC2 for lipid accumulation until now. In this study, LEC2 from Arabidopsis was cloned into the plant expression vector pCIMBIA1300 and transformed into C. sorokiniana through particle bombardment. One recombinant was screened by PCR, RT-PCR and Western blot analyses. Compared with the wild type one, the total lipid content in the recombinant increased one fold, which did not show effect on cell growth, indicating that LEC2 can efficiently enhance the lipid accumulation in C. sorokiniana.",Leafy Cotyledon 2,Yes,
Q3-3,seedev_train_142,Has_Sequence_Identical_To,Gene,LEC2,Gene,"In Arabidopsis (Arabidopsis thaliana), transcriptional control of seed maturation involves three related regulators with a B3 domain, namely LEAFY COTYLEDON2 (LEC2), ABSCISIC ACID INSENSITIVE3 (ABI3), and FUSCA3 (ABI3/FUS3/LEC2 [AFLs]). Although genetic analyses have demonstrated partially overlapping functions of these regulators, the underlying molecular mechanisms remained elusive. The results presented here confirmed that the three proteins bind RY DNA elements (with a 5'-CATG-3' core sequence) but with different specificities for flanking nucleotides. In planta as in the moss Physcomitrella patens protoplasts, the presence of RY-like (RYL) elements is necessary but not sufficient for the regulation of the OLEOSIN1 (OLE1) promoter by the B3 AFLs. G box-like domains, located in the vicinity of the RYL elements, also are required for proper activation of the promoter, suggesting that several proteins are involved. Consistent with this idea, LEC2 and ABI3 showed synergistic effects on the activation of the OLE1 promoter.",LEAFY COTYLEDON2,Yes,
Q3-4,seedev_train_142,Has_Sequence_Identical_To,Gene,LEC2,Gene,"Embryogenesis in flowering plants is controlled by a complex interplay of genetic, biochemical, and physiological regulators. LEAFY COTYLEDON2 (LEC2) is among a small number of key transcriptional regulators that are known to play important roles in controlling major events during the maturation stage of embryogenesis, notably, the synthesis and accumulation of storage reserves. LEC2 overexpression causes vegetative tissues to change their developmental fate to an embryonic state; however, little information exists about the cellular changes that take place. We show that LEC2 alters leaf morphology and anatomy and causes embryogenic structures to form subcellularly in leaves of Arabidopsis (Arabidopsis thaliana). Chloroplasts accumulate more starch, the cytoplasm fills with oil bodies, and lytic vacuoles (LVs) appear smaller in size and accumulate protein deposits. Because LEC2 is responsible for activating the synthesis of seed storage proteins (SSPs) during seed development, SSP accumulation was investigated in leaves. The major Arabidopsis SSP families were shown to accumulate within small leaf vacuoles. By exploiting the developmental and tissue-specific localization of two tonoplast intrinsic protein isoforms, the small leaf vacuoles were identified as protein storage vacuoles (PSVs).",LEAFY COTYLEDON2,Yes,
Q3-5,seedev_train_142,Has_Sequence_Identical_To,Gene,LEC2,Gene,"Arabidopsis transcriptional factors LEAFY COTYLEDON1 (LEC1), LEAFY COTYLEDON2 (LEC2), FUSCA3 (FUS3), ABSCISIC ACID3 (ABI3), and ABSCISIC ACID5 (ABI5) are known to regulate multiple aspects of seed development. In an attempt to understand the developmental control of storage product accumulation, we observed the expression time course of the five transcripts. The sequential expression of these factors during seed fill suggests differentiation of their normal responsibilities. By extending the expression periods of the two early genes LEC1 and LEC2 in transgenic seeds, we demonstrated that the subsequent timing of FUS3, ABI3, and ABI5 transcripts depends on LEC1 and LEC2. Because a delayed onset or reduced level of FUS3 mRNA coincided with reduction of seed oil content in the transgenic seeds, the role of FUS3 in oil deposition was further examined. Analysis of published seed transcriptome data indicated that FUS3 transcript increased together with nearly all the plastidial fatty acid biosynthetic transcripts during development.",LEAFY COTYLEDON2,Yes,
Q4-1,seedev_train_572,Has_Sequence_Identical_To,Gene,ABSCISIC ACID INSENSITIVE 3,Gene_Family,"Plant embryo development is regulated by a network of transcription factors that include LEAFY COTYLEDON 1 (LEC1), LEC1-LIKE (L1L), and B3 domain factors, LEAFY COTYLEDON 2 (LEC2), FUSCA3 (FUS3), and ABSCISIC ACID INSENSITIVE 3 (ABI3) of Arabidopsis (Arabidopsis thaliana). Interactions of these genes result in temporal progression of overlapping B3 gene expression culminating in maturation and desiccation of the seed. Three VP1/ABI3-LIKE (VAL) genes encode B3 proteins that include plant homeodomain-like and CW domains associated with chromatin factors. Whereas val monogenic mutants have phenotypes similar to wild type, val1 val2 double-mutant seedlings form no leaves and develop embryo-like proliferations in root and apical meristem regions. In a val1 background, val2 and val3 condition a dominant variegated leaf phenotype revealing a VAL function in vegetative development. Reminiscent of the pickle (pkl) mutant, inhibition of gibberellin biosynthesis during germination induces embryonic phenotypes in val1 seedlings.",Arabidopsis (Arabidopsis thaliana).,No,Arabidopsis (Arabidopsis thaliana) is the organism studied. Best answer here is ABI3
Q4-2,seedev_train_572,Has_Sequence_Identical_To,Gene,ABSCISIC ACID INSENSITIVE 3,Gene_Family,"Plant embryo development is regulated by a network of transcription factors that include LEAFY COTYLEDON 1 (LEC1), LEC1-LIKE (L1L), and B3 domain factors, LEAFY COTYLEDON 2 (LEC2), FUSCA3 (FUS3), and ABSCISIC ACID INSENSITIVE 3 (ABI3) of Arabidopsis (Arabidopsis thaliana). Interactions of these genes result in temporal progression of overlapping B3 gene expression culminating in maturation and desiccation of the seed. Three VP1/ABI3-LIKE (VAL) genes encode B3 proteins that include plant homeodomain-like and CW domains associated with chromatin factors. Whereas val monogenic mutants have phenotypes similar to wild type, val1 val2 double-mutant seedlings form no leaves and develop embryo-like proliferations in root and apical meristem regions. In a val1 background, val2 and val3 condition a dominant variegated leaf phenotype revealing a VAL function in vegetative development. Reminiscent of the pickle (pkl) mutant, inhibition of gibberellin biosynthesis during germination induces embryonic phenotypes in val1 seedlings.",Arabidopsis (Arabidopsis thaliana).,No,Arabidopsis (Arabidopsis thaliana) is the organism studied. Best answer here is ABI3
Q4-3,seedev_train_572,Has_Sequence_Identical_To,Gene,ABSCISIC ACID INSENSITIVE 3,Gene_Family,"The Avena fatua (wild oat) homologue of VIVIPAROUS 1 (AfVP1) has been implicated in controlling the maintenance of embryo dormancy in mature imbibed seeds, but the detailed mechanisms by which this transcription factor family activates embryo maturation pathways and simultaneously represses germination are not known. A two-hybrid screen in yeast identified three proteins that interacted specifically with AfVP1 (AfVP1 interacting proteins; AfVIPs). AfVIPs 2 and 3 interacted with the C-terminus of AfVP1, which contains the B2 + B3 domains, previously shown to bind DNA, whereas AfVIP1 interacted with the isolated B3 domain. Using purified proteins in in vitro experiments, all three AfVIPs were shown also to interact with the Arabidopsis homologue ABSCISIC ACID INSENSITIVE 3 (ABI3). The three AfVIPs were expressed in both dormant and non-dormant embryos, but the abundance of AfVIP1 and 3 transcripts was greater in germinated than dormant seeds, whereas transcripts of AfVIP2 (and AfVP1) were more highly expressed in dormant embryos.",Arabidopsis,No,Arabidopsis (Arabidopsis thaliana) is the organism studied. Best answer here is ABI3
Q4-4,seedev_train_572,Has_Sequence_Identical_To,Gene,ABSCISIC ACID INSENSITIVE 3,Gene_Family,"Seeds represent the main source of nutrients for animals and humans, and knowledge of their biology provides tools for improving agricultural practices and managing genetic resources. There is also tremendous interest in using seeds as a sustainable alternative to fossil reserves for green chemistry. Seeds accumulate large amounts of storage compounds such as carbohydrates, proteins and oils. It would be useful for agro-industrial purposes to produce seeds that accumulate these storage compounds more specifically and at higher levels. The main metabolic pathways necessary for oil, starch or protein accumulation are well characterized. However, the overall regulation of partitioning between the various pathways remains unclear. Such knowledge could provide new molecular tools for improving the qualities of crop seeds (Focks and Benning, 1998, Plant Physiol. 118, 91). Studies to improve understanding of the genetic controls of seed development and metabolism therefore remain a key area of research. In the model plant Arabidopsis, genetic analyses have demonstrated that LEAFY COTYLEDON genes, namely LEC1, LEC2 and FUSCA3 (FUS3), are key transcriptional regulators of seed maturation, together with ABSCISIC ACID INSENSITIVE 3 (ABI3). Interestingly, LEC2, FUS3 and ABI3 are related proteins that all contain a 'B3' DNA-binding domain.",COTYLEDON,No,Best answer here is ABI3
Q4-5,seedev_train_572,Has_Sequence_Identical_To,Gene,ABSCISIC ACID INSENSITIVE 3,Gene_Family,"Aspects of transcriptional regulation in plants, such as the order in which transcriptional factors and the preinitiation complex are assembled, are obscure because studies carried out under conditions in which native chromatin structure is preserved are still few in comparison with those carried out under other conditions. In vivo chromatin immunoprecipitation (ChIP) experiments were used here to study the regulation of Pisum sativum psp54, which codes for the precursor of a chromatin-associated protein in dry seeds. Antibodies against PsSNF5, a component of the SWI/SNF remodelling complex, and against the transcriptional factor Pisum sativum abscisic acid insensitive 3 (PsABI3) were raised and used for ChIP experiments, which showed that both factors are bound to the psp54 promoter only when the gene is actively expressed during seed maturation and germination. However, RNA polymerase II appeared to be bound to the inactive promoter, which was poised for transcription, before the assembly of factors. Micrococcal nuclease protection assays showed that chromatin conformation at the proximal psp54 promoter changes in shifting from the active to inactive state. The changes in the promoter chromatin of psp54 are discussed. Stalled polymerase is described for the first time at the promoter of a non-heat-shock plant gene.",Pisum sativum,No,Pisum sativum is the organism studied. Best answer here is ABI3 or PsABI3
Q5-1,seedev_dev_336,Has_Sequence_Identical_To,Box,DREs,Box,"This study measured parameters of stress in recreational, trained horses (REC; n = 7) and elite (International Grand Prix level) trained, dressage horses (DRES; n = 5). The training of the DRES horses uses an unnatural head-neck position (Rollkur), whereas in the REC horses such training techniques are not common. The study measured stress by using heart rate variability analysis for 30 min postfeeding in the morning and 30 min postexercise after a morning training session. The study found no significant difference at rest between the REC and DRES horses. During the posttraining measurements, however, the DRES horses showed, among others, a less sympathetic and increased parasympathetic dominance. These results suggest that DRES horses tend to have less acute stress than do REC horses postexercise. The findings of this study suggest maintaining the health and well-being of DRES horses despite nonnatural, biomechanical positions.",n = 5).,No,
Q5-2,seedev_dev_336,Has_Sequence_Identical_To,Box,DREs,Box,"Past research on prostate and colorectal cancer disparities finds that barriers to screening, such as embarrassment and offensiveness, are often reported. Yet none of this literature investigates why. This study uses masculinity and health theory to examine how men experience two common screenings: digital rectal exams (DREs) and colonoscopies. In-depth interviews were conducted with 64 African American and White men from diverse backgrounds, aged 40 to 64, from North Carolina. Regardless of race or education, men experienced DREs more negatively than colonoscopies because penetration with a finger was associated with a gay sexual act. Some men disliked colonoscopies, however, because they associated any penetration as an affront to their masculinity. Because beliefs did not differ by race, future research should focus on structural issues to examine why disparities persist with prostate and colorectal cancer. Recommendations are provided for educational programs and physicians to improve men's experiences with exams that involve the rectum.",digital rectal exams,No,"Incorrect subject and object type. DRE is equivalent to digital rectal exam, but neither are DNA boxes."
Q5-3,seedev_dev_336,Has_Sequence_Identical_To,Box,DREs,Box,"Genome-wide association studies (GWASs) have identified many genetic risk factors for CKD. However, linking common variants to genes that are causal for CKD etiology remains challenging. By adapting self-transcribing active regulatory region sequencing, we evaluated the effect of genetic variation on DNA regulatory elements (DREs). Variants in linkage with the CKD-associated single-nucleotide polymorphism rs11959928 were shown to affect DRE function, illustrating that genes regulated by DREs colocalizing with CKD-associated variation can be dysregulated and therefore, considered as CKD candidate genes. To identify target genes of these DREs, we used circular chromosome conformation capture (4C) sequencing on glomerular endothelial cells and renal tubular epithelial cells. Our 4C analyses revealed interactions of CKD-associated susceptibility regions with the transcriptional start sites of 304 target genes. Overlap with multiple databases confirmed that many of these target genes are involved in kidney homeostasis. Expression quantitative trait loci analysis revealed that mRNA levels of many target genes are genotype dependent. Pathway analyses showed that target genes were enriched in processes crucial for renal function, identifying dysregulated geranylgeranyl diphosphate biosynthesis as a potential disease mechanism.",DNA regulatory elements,Yes,
Q5-4,seedev_dev_336,Has_Sequence_Identical_To,Box,DREs,Box,"Comparative approaches were used to identify human, mouse and rat dioxin response elements (DREs) in genomic sequences unambiguously assigned to a nucleotide RefSeq accession number. A total of 13 bona fide DREs, all including the substitution intolerant core sequence (GCGTG) and adjacent variable sequences, were used to establish a position weight matrix and a matrix similarity (MS) score threshold to rank identified DREs. DREs with MS scores above the threshold were disproportionately distributed in close proximity to the transcription start site in all three species. Gene expression assays in hepatic mouse tissue confirmed the responsiveness of 192 genes possessing a putative DRE. Previously identified functional DREs in well-characterized AhR-regulated genes including Cyp1a1 and Cyp1b1 were corroborated. Putative DREs were identified in 48 out of 2437 human-mouse-rat orthologous genes between -1500 and the transcriptional start site, of which 19 of these genes possessed positionally conserved DREs as determined by multiple sequence alignment. Seven of these nineteen genes exhibited 2,3,7,8-tetrachlorodibenzo-p-dioxin-mediated regulation, although there were significant discrepancies between in vivo and in vitro results.",nucleotide RefSeq accession number,No,Best answer here is dioxin response elements
Q5-5,seedev_dev_336,Has_Sequence_Identical_To,Box,DREs,Box,"DREAM (downstream regulatory element antagonist modulator) is a transcriptional repressor, which binds DREs (downstream response elements) in a Ca2+-regulated manner. The DREs consist of core GTCA motifs, very similar to binding motifs for non-steroid nuclear receptors. In this work, we find that DREAM stimulates basal and ligand-dependent activation of promoters containing vitamin D and retinoic acid response elements (VDREs and RAREs), consisting of direct repeats of the sequence AGT/GTCA spaced by 3 or 5 nt, respectively. Stimulation occurs when the element is located upstream, but not downstream, the transcription initiation site. Activation requires both Ca2+ binding to the EF-hands and the leucine-charged domains (LCDs), analogous to those responsible for the interaction of the nuclear receptors with coregulators. Further more, DREAM can bind both 'in vitro' and in chromatin immunoprecipitation assays to these elements. Importantly, 'in vivo' binding is only observed in vitamin D- or RA-treated cells. These results show that DREAM can function as an activator of transcription on certain promoters and demonstrate a novel role for DREAM acting as a potential modulator of genes containing binding sites for nuclear receptors.",(downstream response elements),Yes,
