seq_no,qid,relation,subject type,subject,object type,paragraph,object,correct,comments
Q3-1,seedev_train_526,Composes_Protein_Complex,Protein,14-3-3ν,Protein_Complex,"Other SERK1 Complex Components The presence of the PP2C phosphatase KAPP, 14-3-3ν, and CDC48A in the SERK1 complex confirms previously obtained results using yeast two-hybrid screening and in vitro interaction studies (Rienties et al., 2005). Collectively, these proteins appear to be involved in dephosphorylation, protein interaction and membrane interaction, and protein degradation, respectively. It is likely that they represent receptor maintenance or trafficking functions. Previously, it was shown that SERK1 could interact with 14-3-3λ (Rienties et al., 2005). The results presented here suggest that the receptor preferentially interacts with 14-3-3ν in seedlings and perhaps with 14-3-3λ in siliques, given the origin of the Arabidopsis cDNA library from young silique tissue that was used for yeast two-hybrid screening. The kinase domain of SERK1 is able to transphosphorylate and bind in vitro to CDC48A, 14-3-3λ, and KAPP (Rienties et al., 2005). In vitro, the interactions are all phosphorylation-dependent.",SERK1 complex,Yes,
Q3-2,seedev_train_526,Composes_Protein_Complex,Protein,14-3-3ν,Protein_Complex,"One of the proteins that is found in a diverse range of eukaryotic protein-protein interactions is the adaptor protein 14-3-3. As 14-3-3 is a hub protein with very diverse interactions, it is a good model to study various protein-protein interactions. A wide range of classes of molecules, peptides, small molecules or natural products, has been used to modify the protein interactions, providing both stabilization or inhibition of the interactions of 14-3-3 with its binding partners. The first protein crystal structures were solved in 1995 and gave molecular insights for further research. The plant analog of 14-3-3 binds to a plant plasma membrane H(+)-ATPase and this protein complex is stabilized by the fungal phytotoxin fusicoccin A. The knowledge gained from the process in plants was transferred to and applied in human models to find stabilizers or inhibitors of 14-3-3 interaction in human cellular pathways.",a hub protein,No,"14-3-3v is an example of a type of protein called a hub protein, but hub proteins are not complexes"
Q3-3,seedev_train_526,Composes_Protein_Complex,Protein,14-3-3ν,Protein_Complex,"Our structural analysis revealed that the PI4KB:14-3-3 protein complex is flexible but mostly within the disordered regions connecting the 14-3-3 binding site of the PI4KB with the rest of the PI4KB enzyme. It also predicted no direct modulation of PI4KB enzymatic activity by 14-3-3 proteins and that 14-3-3 binding will not interfere with PI4KB recruitment to the membrane by the ACBD3 protein. In addition, the structural analysis explains the observed protection from degradation; it revealed that several disordered regions of PI4KB become protected from proteolytical degradation upon 14-3-3 binding. All the structural predictions were subsequently biochemically validated.",PI4KB,Yes,
Q3-4,seedev_train_526,Composes_Protein_Complex,Protein,14-3-3ν,Protein_Complex,"The phosphoserine/phosphothreonine-binding protein 14-3-3 is known to regulate actin; this function has been previously attributed to sequestration of phosphorylated cofilin. 14-3-3 was identified as an actin-associated protein in the deep-branching eukaryote Giardia lamblia; however, Giardia lacks cofilin and all other canonical actin-binding proteins (ABPs). Thus, the role of G. lamblia 14-3-3 (Gl-14-3-3) in actin regulation was unknown. Gl-14-3-3 depletion resulted in an overall disruption of actin organization characterized by ectopically distributed short actin filaments. Using phosphatase and kinase inhibitors, we demonstrated that actin phosphorylation correlated with destabilization of the actin network and increased complex formation with 14-3-3, while blocking actin phosphorylation stabilized actin filaments and attenuated complex formation. Giardia's sole Rho family GTPase, Gl-Rac, modulates Gl-14-3-3's association with actin, providing the first connection between Gl-Rac and the actin cytoskeleton in Giardia.",phosphoserine/phosphothreonine-binding protein 14-3-3 is known to regulate actin;,No,"14-3-3 is a protein that regulates actin formation and while actin is made of protein, it is structural and 14-3-3 is not complexing with it"
Q3-5,seedev_train_526,Composes_Protein_Complex,Protein,14-3-3ν,Protein_Complex,"In recent years, targeting the complex network of protein⁻protein interactions (PPIs) has been identified as a promising drug-discovery approach to develop new therapeutic strategies. 14-3-3 is a family of eukaryotic conserved regulatory proteins which are of high interest as potential targets for pharmacological intervention in human diseases, such as cancer and neurodegenerative and metabolic disorders. This viewpoint is built on the “hub” nature of the 14-3-3 proteins, binding to several hundred identified partners, consequently implicating them in a multitude of different cellular mechanisms. In this review, we provide an overview of the structural and biological features of 14-3-3 and the modulation of 14-3-3 PPIs for discovering small molecular inhibitors and stabilizers of 14-3-3 PPIs.",eukaryotic conserved regulatory proteins,No,14-3-3 is an example of a eukaryotic conserved regulatory protein 
Q4-1,seedev_train_399,Composes_Protein_Complex,Protein,BRI1,Protein_Complex,"The plasma membrane-spanning receptor brassinosteroid insenstive 1 (BRI1) rapidly induces plant cell wall expansion in response to brassinosteroids such as brassinolide (BL). Wall expansion is accompanied by a rapid hyperpolarisation of the plasma membrane which is recordable by measuring the fluorescence lifetime (FLT) of the green fluorescent protein (GFP) fused to BRI1. For the BL induction of hyperpolarisation and wall expansion, the activation of the plasma membrane P-type H+-ATPase is necessary. Furthermore, the activation of the P-ATPase requires BRI1 kinase activity and appears to be mediated by a BL-modulated association of BRI1 with the proton pump. Here, we show that BRI1 also associates with a mutant version of the Arabidopsis P-ATPase 1 (AHA1) characterized by an exchange of a well-known regulatory threonine for a non-phosphorylatable residue in the auto-inhibitory C-terminal domain. Even more important, BRI1 is still able to activate this AHA1 mutant in response to BL. This suggests a novel mechanism for the enzymatic activation of the P-ATPase by BRI1 in the plasma membrane.",green fluorescent protein,No,Green fluorescent protein is fused to BRI1 as part of the experiment but GFP is not a complex
Q4-2,seedev_train_399,Composes_Protein_Complex,Protein,BRI1,Protein_Complex,"Brassinosteroids (BRs) are a major group of plant hormones that regulate plant growth and development. BRI1, a protein localized to the plasma membrane, functions as a BR receptor and it has been proposed that its kinase activity has an essential role in BR-regulated plant growth and development. Here we report the isolation and molecular characterization of a new allele of bri1, bri1-301, which shows moderate morphological phenotypes and a reduced response to BRs under normal growth conditions. Sequence analysis identified a two-base alteration from GG to AT, resulting in a conversion of 989G to 989I in the BRI1 kinase domain. An in vitro assay of kinase activity showed that bri1-301 has no detectable autophosphorylation activity or phosphorylation activity towards the BRI1 substrates TTL and BAK1. Furthermore, our results suggest that bri1-301, even with extremely impaired kinase activity, still retains partial function in regulating plant growth and development, which raises the question of whether BRI1 kinase activity is essential for BR-mediated growth and development in higher plants.",localized to the plasma membrane,No,Incorrect object type.
Q4-3,seedev_train_399,Composes_Protein_Complex,Protein,BRI1,Protein_Complex,"The 2,3-acetonide 2 more strongly inhibited the lamina inclination caused by BL relative to the 22,23-acetonide 3, whereas the diacetonide 4 had no effect most likely due to its increased hydrophobicity. This suggested that the 2,3-hydroxyl groups of BL play a more significant role in the interaction with a BRI1 partner protein rather than BRI1 itself in rice lamina joint inclination. Taken together it was demonstrated that BL, the most potent agonist of BRI1, is transformed into an antagonist by functionalization of the 2,3-dihydroxyl groups as the acetonide. This finding opens the door to the potential development of a chemical tool that modulates protein-protein interactions in the BR signaling pathway to dissect the BR-dependent processes.",rice lamina joint inclination,No,
Q4-4,seedev_train_399,Composes_Protein_Complex,Protein,BRI1,Protein_Complex,"Seven dwarf mutants resembling brassinosteroid (BR)-biosynthetic dwarfs were isolated that did not respond significantly to the application of exogenous BRs. Genetic and molecular analyses revealed that these were novel alleles of BRI1 (Brassinosteroid-Insensitive 1), which encodes a receptor kinase that may act as a receptor for BRs or be involved in downstream signaling. The results of morphological and molecular analyses indicated that these represent a range of alleles from weak to null. The endogenous BRs were examined from 5-week-old plants of a null allele (bri1-4) and two weak alleles (bri1-5 and bri1-6). Previous analysis of endogenous BRs in several BR-biosynthetic dwarf mutants revealed that active BRs are deficient in these mutants. However, bri1-4 plants accumulated very high levels of brassinolide, castasterone, and typhasterol (57-, 128-, and 33-fold higher, respectively, than those of wild-type plants). Weaker alleles (bri1-5 and bri1-6) also accumulated considerable levels of brassinolide, castasterone, and typhasterol, but less than the null allele (bri1-4).","(Brassinosteroid-Insensitive 1),",No,"Brassinosteroid-Insensitive 1 is what BRI1 stands for, not new information."
Q4-5,seedev_train_399,Composes_Protein_Complex,Protein,BRI1,Protein_Complex,"The bri1-235 mutant was less sensitive to exogenous brassinolide under normal conditions. Importantly, both wild-type BRI1 expression and a sbi1 mutant that activates BRI1 rescued bri1-235 and resembled the wild type. Furthermore, bri1-235 protein was localized in endoplasmic reticulum rather than plasma membrane, suggestive of a cause for reducing BR sensitive in bri1-235. Taken together, our findings provide an insight into the role of the less conserved LRRs of BRI1, shedding light on the role of LRRs in a variety of LRR-RLKs that control numerous processes of plant growth, development, and stress response.",endoplasmic reticulum,No,"BRI1 is localized to the endoplasmic reticulum, which is not a protein complex and does not bind with BRI1."
Q5-1,seedev_train_509,Composes_Protein_Complex,Protein,BAK1,Protein_Complex,"Abbreviations: PRR: pattern recognition receptor, RLK: receptor-like kinase, RLP: receptor-like protein, BAK1: BRASSINOSTEROID INSENSITIVE 1-ASSOCIATED RECEPTOR KINASE 1, BIR1: BAK1-INTERACTING RECEPTOR-LIKE KINASE 1, SOBIR1: SUPPRESSOR OF BIR1-1-1, AGB1: ARABIDOPSIS G PROTEIN ß-SUBUNIT 1, XLG2: EXTRA-LARGE G PROTEIN 2.","BRASSINOSTEROID INSENSITIVE 1-ASSOCIATED RECEPTOR KINASE 1,",No,"Brassinosteroid-Insensitive 1 associated receptor kinase is what BAK1 stands for, not new information."
Q5-2,seedev_train_509,Composes_Protein_Complex,Protein,BAK1,Protein_Complex,"Map-based cloning and sequencing revealed that elg-D is allelic to the BR co-receptor protein, BAK1, and has an Asp(122) to Asn substitution in the third repeat of the extracellular leucine-rich repeat (LRR) domain. In agreement with the finding that BAK1/ELG is involved in the perception of pathogen-associated molecular patterns (PAMPs), the bak1/elg-D plants exhibited increased Pseudomonas syringae growth. Therefore, bak1/elg-D promotes Arabidopsis growth by stimulating BR signaling at the expense of its readiness to respond to biotic stress factors. The BAK1/ELG BR co-receptor thus plays an important role in BR signaling that is mediated by its LRR domain.","BR co-receptor protein,",No,Equivalent to subject; not new information.
Q5-3,seedev_train_509,Composes_Protein_Complex,Protein,BAK1,Protein_Complex,"BAK1 is a leucine-rich repeat receptor-like kinase that functions as a coreceptor with the brassinosteroid (BR) receptor BRI1 and the flagellin receptor FLS2, and as a negative regulator of programmed cell death. BAK1 has been shown to autophosphorylate on numerous serine/threonine sites in vitro as well as to transphosphorylate associated receptor kinases both in vitro and in planta. In the present study we identify Tyr-610 in the carboxyl-terminal domain of BAK1 as a major site of autophosphorylation that is brassinolide-induced in vivo and requires a kinase-active BAK1. Expression of BAK1(Y610F)-Flag in transgenic plants lacking the endogenous bak1 and its functional paralogue, bkk1, produced plants that were viable but extremely small and generally resembled BR signaling mutants, whereas an acidic substitution for Tyr-610 to mimic phosphorylation restored normal growth. Several lines of evidence support the notion that BR signaling is impaired in the BAK1(Y610F)-Flag plants, and are consistent with the recently proposed sequential transphosphorylation model for BRI1/BAK1 interaction and activation. In contrast, the FLS2-mediated inhibition of seedling growth by the flg22 elicitor occurred normally in the Y610F-directed mutant.",leucine,No,"Leucine is a particular amino acid that composes the BAK1 protein itself, not a new protein or complex."
Q5-4,seedev_train_509,Composes_Protein_Complex,Protein,BAK1,Protein_Complex,"We sought to examine the role of genetics in the multifactorial disease, abdominal aortic aneurysm (AAA), by studying sequence variation in the BAK1 gene (BAK1) that codes for an apoptotic-promoting protein, as chronic apoptosis activation has been linked to AAA development and progression. BAK1 abdominal aorta cDNA from AAA patients and nondiseased individuals were compared with each other, as well as to the BAK1 genomic sequence obtained from matching blood samples. We found specific BAK1 single nucleotide polymorphism (SNP) containing alleles in both aneurysmic (31 cases) and healthy aortic tissue (5 cases) without seeing them in the matching blood samples. These same BAK1 SNPs have been reported, although rarely (average frequency <0.06%), in reference BAK1 DNA sequences. Based on this and other similar observations, we propose a novel hypothesis postulating that multiple variants of genes may preexist in ""minority"" forms within specific nondiseased tissues and be selected for, when intra- and/or extracellular conditions change.","an apoptotic-promoting protein,",No,"Apoptotic-promoting protein is describing the function of the protein, not what it binds to."
Q5-5,seedev_train_509,Composes_Protein_Complex,Protein,BAK1,Protein_Complex,"Receptor kinases sense extracellular signals and trigger intracellular signaling and physiological responses. However, how does signal binding to the extracellular domain activate the cytoplasmic kinase domain? Activation of the plant immunoreceptor Flagellin sensing2 (FLS2) by its bacterial ligand flagellin or the peptide-epitope flg22 coincides with rapid complex formation with a second receptor kinase termed brassinosteroid receptor1 associated kinase1 (BAK1). Here, we show that the receptor pair of FLS2 and BAK1 is also functional when the roles of the complex partners are reversed by swapping their cytosolic domains. This reciprocal constellation prevents interference by redundant partners that can partially substitute for BAK1 and demonstrates that formation of the heteromeric complex is the molecular switch for transmembrane signaling. A similar approach with swaps between the Elongation factor-Tu receptor and BAK1 also resulted in a functional receptor/coreceptor pair, suggesting that a ""two-hybrid-receptor assay"" is of more general use for studying heteromeric receptor complexes.",heteromeric complex,Yes,
