seq_no,qid,relation,subject type,subject,object type,paragraph,object,correct,comments
Q3-3,bb_train_315,Exhibits,Microorganism,Actinobacteria,Phenotype,"Actinobacteria are known for their metabolic potential of producing diverse secondary metabolites such as antibiotics. Actinobacteria also playimportant roles in biogeochemical cycling and how soils develop. However, little is known about the effect of the vegetation type on the actinobacterial community structures in soils from arid regions. For these reasons, we have analyzed the actinobacterial communities of five types of ecosystem (tree grove, shrub, meadow, desert, and farm) in the Heihe river basin. Using 16S rRNA high-throughput sequencing, we found 11 classes of Actinobacteria, with dominant classes of Actinobacteria (36.2%), Thermoleophilia (28.3%), Acidimicrobiia (19.4%). Five classes, 15 orders, 20 families and 36 genera were present in all samples. The dominant generalist genera were Gaiella, Solirubrobacter, Nocardioides, Mycobacterium, and Pseudonocardia. The actinobacterial community structures were significantly affected by the environment and vegetation type. The diversity of the actinobacterial community in the desert ecosystem was high, and this ecosystem harbored the highest proportion of unclassified sequences, representing rare Actinobacteria. Functional metagenomic prediction, using PICRUSt, indicated that Actinobacteria play an important role in nitrogen cycling in both desert and cultivated farm ecosystems.",Actinobacteria are known for their metabolic potential of producing diverse secondary metabolites such as antibiotics,Yes,
Q3-4,bb_train_315,Exhibits,Microorganism,Actinobacteria,Phenotype,"Actinobacteria are important producers of bioactive compounds. Extreme ecosystems cause evolution of novel secondary metabolic pathways of Actinobacteria and increase the possible discovery of new biological functions of bioactive compounds. Here, we isolated 65 Actinobacteria from rhizosphere soil samples of Opuntia stricta. An Actinobacteria strain (named SCA3-4) was screened against Fusarium oxysporum f. sp. cubense Tropical Race 4 (Foc TR4, ATCC 76255). The strain produced pink-white aerial mycelia and brown substrate mycelium on Gause No. 1 agar. Biverticillate chains of cylindrical spores were observed by scanning electron microscopy (SEM). Based on alignment of 16S rRNA sequences, a constructed phylogenetic tree showed that strain SCA3-4 shared a 99.54% similarity with Streptomyces lilacinus NRRL B-1968T. The morphological, biochemical, physiological, and molecular characteristics further indicated that strain SCA3-4 belongs to the Streptomyces sp. It can grow well on medium with the following antibiotics chloramphenicol, streptomycin, penicillin-G, gentamicin, erythromycin, nystatin or neomycin sulfate.",Actinobacteria are important producers of bioactive compounds,Yes,
Q3-5,bb_train_315,Exhibits,Microorganism,Actinobacteria,Phenotype,"Actinobacteria are a large group of Gram-positive bacteria common in the environment, especially in the soil. They are morphologically diverse and extremely versatile in their metabolic activities. They produce tens of thousands of secondary metabolites with different biological activities. Exposure to actinobacteria in indoor environments is probably continuous, since they are both common environmental bacteria and human normal flora. However, the occurrence of some species of spore-forming filamentous actinomycetes has been associated with abnormal and health-hazardous situations, such as moisture damage of the building. The measured concentrations of actinobacteria indoors are low. Higher concentrations have been reported during the remediation work of moisture damaged buildings and in agricultural environments. Exposure to high concentrations of actinobacteria can cause allergic alveolitis. Other respiratory disorders have been reported, too and although the measured concentrations are low, the indoor exposure is always a mixture of many different agents, which may have synergistic effects. In vitro and in vivo studies have shown that actinobacteria are very immunoactive and hence, potential causative agents for respiratory and other disorders.",They are morphologically diverse and extremely versatile in their metabolic activities,Yes,"Correct, but also correct in this paragraph would be ""immunoactive""."
Q4-1,bb_train_22,Exhibits,Microorganism,E. coli O157:H7,Phenotype,"Escherichia coli O157:H7 (E. coli O157:H7) is recognized as a hazardous microorganism in the environment and for public health. The E. coli O157:H7 survival dynamics were investigated in 12 representative soils from Jiangsu Province, where the largest E. coli O157:H7 infection in China occurred. It was observed that E. coli O157:H7 declined rapidly in acidic soils (pH, 4.57 - 5.14) but slowly in neutral soils (pH, 6.51 - 7.39). The survival dynamics were well described by the Weibull model, with the calculated td value (survival time of the culturable E. coli O157:H7 needed to reach the detection limit of 100 CFU g(-1)) from 4.57 days in an acidic soil (pH, 4.57) to 34.34 days in a neutral soil (pH, 6.77). Stepwise multiple regression analysis indicated that soil pH and soil organic carbon favored E. coli O157:H7 survival, while a high initial ratio of Gram-negative bacteria phospholipid fatty acids (PLFAs) to Gram-positive bacteria PLFAs, and high content of exchangeable potassium inhibited E. coli O157:H7 survival.",hazardous,No,Hazardous is not a phenotype.
Q4-2,bb_train_22,Exhibits,Microorganism,E. coli O157:H7,Phenotype,"Shiga toxin-producing Escherichia coli (E. coli) O157:H7 is recognized as a hazardous microorganism in the environment. Its longer survival might contribute to higher contamination risk. In this study, E. coli O157:H7 survival in estuarine sediments collected from south Hangzhou Bay was investigated. The survival time of E. coli O157:H7 in estuarine sediments increased with the distance to the water-land junction. Sediment pH was the most important factor in regulating E. coli O157:H7 survival in estuarine sediments. In addition, sediment nutrients and texture also played significant roles in the survival of E. coli O157:H7 in the sediments. On the other hand, bacterial diversity as determined by the alpha-diversity index had no significant effect on E. coli O157:H7 survival. However, specific families of bacteria were closely associated with E. coli O157:H7 survival in the sediments. Remarkably, some potential bacterial groups, e.g., the Desulfobacteraceae, Desulfobulbaceae and Desulfarculaceae families, which are mainly involved in the sulfur cycle, showed significant negative correlation with the E. coli O157:H7 survival in the sediments.",hazardous,No,Hazardous is not a phenotype.
Q4-3,bb_train_22,Exhibits,Microorganism,E. coli O157:H7,Phenotype,"Escherichia coli serotype O157:H7 is a recently recognized human pathogen associated with hemorrhagic colitis. Unlike most E. coli strains, E. coli O157:H7 does not ferment sorbitol. Therefore, the efficacy of MacConkey agar containing sorbitol (SMAC medium) instead of lactose as a differential medium for the detection of E. coli O157:H7 in stool cultures was determined in comparison with MacConkey agar. The relative frequency of non-sorbitol-fermenting (NSF) organisms other than E. coli O157:H7 in feces was low at 10 to 20% (95% confidence limits), and NSF organisms also occurred mostly in small numbers. In a field trial involving over 1,000 diarrheal stools, E. coli O157:H7 was isolated from 18 stools, all of which were from patients with bloody diarrhea.",E. coli O157:H7 does not ferment sorbitol.,Yes,
Q4-4,bb_train_22,Exhibits,Microorganism,E. coli O157:H7,Phenotype,"Enterohemorrhagic Escherichia coli O157:H7 (EHEC) is an important food-borne pathogen. While the molecular mechanisms governing E. coli O157:H7 pathogenesis have been intensively investigated, the role of host factors has received less attention. In this study, we tested the hypothesis that the enteric catecholamines norepinephrine (NE) and dopamine (DA) modulate interactions of the cecal mucosa with E. coli O157:H7. Full-thickness sheets of murine cecum were mounted in Ussing chambers and short circuit current and tissue electrical conductance were periodically determined to assess active transepithelial ion transport and ionic permeability, respectively. Neurochemicals and stationary-phase E. coli O157:H7 were exposed respectively to the contraluminal and luminal aspects of the mucosa. Epithelial adherence of E. coli O157:H7 was quantified by a bacterial adhesion assay after 90 min of luminal E. coli O157:H7 exposure. DA and NE increased E. coli O157:H7 adherence relative to untreated control tissues at 50% effective concentrations of 3.8 microM and 4.2 microM respectively.",important food-borne pathogen.,No,Important food-borne pathogen is not a phenotype.
Q4-5,bb_train_22,Exhibits,Microorganism,E. coli O157:H7,Phenotype,"Escherichia coli O157:H7 is an important foodborne pathogen that causes severe bloody diarrhea, hemorrhagic colitis, and hemolytic uremic syndrome. Ruminant manure is a primary source of E. coli O157:H7 contaminating the environment and food sources. Therefore, effective interventions targeted at reducing the prevalence of fecal excretion of E. coli O157:H7 by cattle and sheep and the elimination of E. coli O157:H7 contamination of meat products as well as fruits and vegetables are required. Bacteriophages offer the prospect of sustainable alternative approaches against bacterial pathogens with the flexibility of being applied therapeutically or for biological control purposes. This article reviews the use of phages administered orally or rectally to ruminants and by spraying or immersion of fruits and vegetables as an antimicrobial strategy for controlling E. coli O157:H7. The few reports available demonstrate the potential of phage therapy to reduce E. coli O157:H7 carriage in cattle and sheep, and preparation of commercial phage products was recently launched into commercial markets. However, a better ecological understanding of the phage E. coli O157:H7 will improve antimicrobial effectiveness of phages for elimination of E. coli O157:H7 in vivo.","severe bloody diarrhea, hemorrhagic colitis, and hemolytic uremic syndrome.",No,These are disease symptoms caused by E.coli but not a phenotype found in E. coli.
Q5-1,bb_train_195,Exhibits,Microorganism,Streptococcus pneumoniae  type 37,Phenotype,"The type 37 capsule of Streptococcus pneumoniae is a homopolysaccharide built up from repeating units of [beta-d-Glcp-(1-->2)]-beta-d-Glcp-(1-->3). The elements governing the expression of the tts gene, coding for the glucosyltransferase involved in the synthesis of the type 37 pneumococcal capsular polysaccharide, have been studied. Primer extension analysis and functional tests demonstrated the presence of four new transcriptional start points upstream of the previously reported tts promoter (ttsp). Most interesting, three of these transcriptional start points are located in a RUP element thought to be involved in recombinational events (Oggioni, M. R., and Claverys, J. P. (1999) Microbiology 145, 2647-2653). Transformation experiments using either a recombinant plasmid containing the whole transcriptional unit of tts or chromosomal DNA from a type 37 pneumococcus showed that tts is the only gene required to drive the biosynthesis of a type 37 capsule in S. pneumoniae and other Gram-positive bacteria, namely Streptococcus oralis, Streptococcus gordonii, and Bacillus subtilis.",The type 37 capsule of Streptococcus pneumoniae is a homopolysaccharide,Yes,
Q5-2,bb_train_195,Exhibits,Microorganism,Streptococcus pneumoniae  type 37,Phenotype,"With NIS/TfOH as the promotor, 2,6-di-tert-butyl-4-methylpyridine as the base, and a dichloromethane/toluene solvent mixture, ethyl 1-thio-β-d-glucosyl disaccharide donors having 6-O-benzyl group(s) besides tert-butyldimethylsilyl groups were efficiently coupled at -40 °C to the hydroxyl group at position 3 of glucopyranosyl acceptors to form β-(1 → 2),β-(1 → 3)-linked trisaccharides, isolated in excellent 95% yield. The more axial-rich donors in skew and boat conformations are thus preorganized closer to the assumed transition state in these glycosylation reactions. The developed methodology was subsequently applied in the synthesis of a multibranched hexasaccharide related to the capsular polysaccharide from Streptococcus pneumoniae type 37, which consists of a β-(1 → 3)-linked backbone and a β-(1 → 2)-linked side chain of d-glucosyl residues in disaccharide repeating units.",a β-(1 → 3)-linked backbone and a β-(1 → 2)-linked side chain,Yes,"Most correct would include capsular polysaccharide from Streptococcus pneumoniae type 37, which consists of a β-(1 → 3)-linked backbone and a β-(1 → 2)-linked side chain of d-glucosyl residues in disaccharide repeating units."
Q5-3,bb_train_195,Exhibits,Microorganism,Streptococcus pneumoniae  type 37,Phenotype,"A tetra- and a pentasaccharide were synthesized as analogues to the structure of the Streptococcus pneumoniae type 37 capsular polysaccharide, a homopolymer with a disaccharide-repeating unit of -->3)[beta-D-Glcp-(1-->2)]-beta-D-Glcp-(1-->. Synthesis of the tetrasaccharide employed a beta-(1-->2)-diglycosylation of a beta-(1-->3)-linked disaccharide. Subsequently, the pentasaccharide was synthesized from a suitably protected tetrasaccharide derivative by a beta-(1-->3)-extension at O-3'. Steric crowding was found to be an important factor in the formation of the pentasaccharide.",a homopolymer with a disaccharide-repeating unit,Yes,"Most correct would include reference to the capsular structure. As is, this implies that the organism in entirety is composed of repeating disaccharides instead of only the capsule."
Q5-4,bb_train_195,Exhibits,Microorganism,Streptococcus pneumoniae  type 37,Phenotype,"Streptococcus pneumoniae is the leading cause of bacterial keratitis in the developing world with a growing trend of acquiring resistance against various antibiotics. In the current study, we determined the expression of different antimicrobial peptides (AMPs) in response to S. pneumoniae in patients, as well as in primary and immortalized human corneal epithelial cells. We further focused on LL-37 and determined its expression in human cornea infected with S. pneumoniae and studied the killing ability of LL-37 against S. pneumoniae. The expression of AMPs was determined by quantitative PCR and the phosphorylation of signaling proteins was evaluated by immunoblot analysis. LL-37 expression was also determined by immunofluorescence and Western blot method and the killing ability of LL-37 against S. pneumoniae was determined by colony-forming units. Differential expression of antimicrobial peptides was observed in patients with S. pneumoniae keratitis. Although S. pneumoniae induced expression of the AMPs in human corneal epithelial cells (HCEC), it did not induce AMP expression in U937, a human monocyte cell line.",resistance against various antibiotics,Yes,
Q5-5,bb_train_195,Exhibits,Microorganism,Streptococcus pneumoniae  type 37,Phenotype,"It has been recently reported that different type 37 clinical isolates of Streptococcus pneumoniae have an identical tts gene directing the formation of type 37 capsular polysaccharide. Here we show that type 37 S. pneumoniae strains isolated in two different continents (Europe and America) some 60 years apart frequently gave rise to nontypable variants upon in vitro cultivation. The tts gene from three independent nontypable mutants was PCR amplified and sequenced showing different classes of inactivating mutations. Furthermore, pulsed-field gel electrophoresis and multilocus sequence typing demonstrated that the type 37 pneumococcal isolates studied so far constitute a highly related strain cluster (a clonal complex), and strongly suggested that every type 37 pneumococcus has spread globally from a single, old clone.",an identical tts gene directing the formation of type 37 capsular polysaccharide,No,"Example of genotype, not phenotype."
